,0
22435,2021-09-17 04:35:00
22436,2021-09-17 04:40:00
22437,2021-09-17 04:45:00
22438,2021-09-17 04:50:00
22439,2021-09-17 04:55:00
22440,2021-09-17 05:00:00
22441,2021-09-17 05:05:00
22442,2021-09-17 05:10:00
22443,2021-09-17 05:15:00
22444,2021-09-17 05:20:00
22445,2021-09-17 05:25:00
22446,2021-09-17 05:30:00
22447,2021-09-17 05:35:00
22448,2021-09-17 05:40:00
22449,2021-09-17 05:45:00
22450,2021-09-17 05:50:00
22451,2021-09-17 05:55:00
22452,2021-09-17 06:00:00
22453,2021-09-17 06:05:00
22454,2021-09-17 06:10:00
22455,2021-09-17 06:15:00
22456,2021-09-17 06:20:00
22457,2021-09-17 06:25:00
22458,2021-09-17 06:30:00
22459,2021-09-17 06:35:00
22460,2021-09-17 06:40:00
22461,2021-09-17 06:45:00
22462,2021-09-17 06:50:00
22463,2021-09-17 06:55:00
22464,2021-09-17 07:00:00
22465,2021-09-17 07:05:00
22466,2021-09-17 07:10:00
22467,2021-09-17 07:15:00
22468,2021-09-17 07:20:00
22469,2021-09-17 07:25:00
22470,2021-09-17 07:30:00
22471,2021-09-17 07:35:00
22472,2021-09-17 07:40:00
22473,2021-09-17 07:45:00
22474,2021-09-17 07:50:00
22475,2021-09-17 07:55:00
22476,2021-09-17 08:00:00
22477,2021-09-17 08:05:00
22478,2021-09-17 08:10:00
22479,2021-09-17 08:15:00
22480,2021-09-17 08:20:00
22481,2021-09-17 08:25:00
22482,2021-09-17 08:30:00
22483,2021-09-17 08:35:00
22484,2021-09-17 08:40:00
22485,2021-09-17 08:45:00
22486,2021-09-17 08:50:00
22487,2021-09-17 08:55:00
22488,2021-09-17 09:00:00
22489,2021-09-17 09:05:00
22490,2021-09-17 09:10:00
22491,2021-09-17 09:15:00
22492,2021-09-17 09:20:00
22493,2021-09-17 09:25:00
22494,2021-09-17 09:30:00
22495,2021-09-17 09:35:00
22496,2021-09-17 09:40:00
22497,2021-09-17 09:45:00
22498,2021-09-17 09:50:00
22499,2021-09-17 09:55:00
22500,2021-09-17 10:00:00
22501,2021-09-17 10:05:00
22502,2021-09-17 10:10:00
22503,2021-09-17 10:15:00
22504,2021-09-17 10:20:00
22505,2021-09-17 10:25:00
22506,2021-09-17 10:30:00
22507,2021-09-17 10:35:00
22508,2021-09-17 10:40:00
22509,2021-09-17 10:45:00
22510,2021-09-17 10:50:00
22511,2021-09-17 10:55:00
22512,2021-09-17 11:00:00
22513,2021-09-17 11:05:00
22514,2021-09-17 11:10:00
22515,2021-09-17 11:15:00
22516,2021-09-17 11:20:00
22517,2021-09-17 11:25:00
22518,2021-09-17 11:30:00
22519,2021-09-17 11:35:00
22520,2021-09-17 11:40:00
22521,2021-09-17 11:45:00
22522,2021-09-17 11:50:00
22523,2021-09-17 11:55:00
22524,2021-09-17 12:00:00
22525,2021-09-17 12:05:00
22526,2021-09-17 12:10:00
22527,2021-09-17 12:15:00
22528,2021-09-17 12:20:00
22529,2021-09-17 12:25:00
22530,2021-09-17 12:30:00
22531,2021-09-17 12:35:00
22532,2021-09-17 12:40:00
22533,2021-09-17 12:45:00
22534,2021-09-17 12:50:00
22535,2021-09-17 12:55:00
22536,2021-09-17 13:00:00
22537,2021-09-17 13:05:00
22538,2021-09-17 13:10:00
22539,2021-09-17 13:15:00
22540,2021-09-17 13:20:00
22541,2021-09-17 13:25:00
22542,2021-09-17 13:30:00
22543,2021-09-17 13:35:00
22544,2021-09-17 13:40:00
22545,2021-09-17 13:45:00
22546,2021-09-17 13:50:00
22547,2021-09-17 13:55:00
22548,2021-09-17 14:00:00
22549,2021-09-17 14:05:00
22550,2021-09-17 14:10:00
22551,2021-09-17 14:15:00
22552,2021-09-17 14:20:00
22553,2021-09-17 14:25:00
22554,2021-09-17 14:30:00
22555,2021-09-17 14:35:00
22556,2021-09-17 14:40:00
22557,2021-09-17 14:45:00
22558,2021-09-17 14:50:00
22559,2021-09-17 14:55:00
22560,2021-09-17 15:00:00
22561,2021-09-17 15:05:00
22562,2021-09-17 15:10:00
22563,2021-09-17 15:15:00
22564,2021-09-17 15:20:00
22565,2021-09-17 15:25:00
22566,2021-09-17 15:30:00
22567,2021-09-17 15:35:00
22568,2021-09-17 15:40:00
22569,2021-09-17 15:45:00
22570,2021-09-17 15:50:00
22571,2021-09-17 15:55:00
22572,2021-09-17 16:00:00
22573,2021-09-17 16:05:00
22574,2021-09-17 16:10:00
22575,2021-09-17 16:15:00
22576,2021-09-17 16:20:00
22577,2021-09-17 16:25:00
22578,2021-09-17 16:30:00
22579,2021-09-17 16:35:00
22580,2021-09-17 16:40:00
22581,2021-09-17 16:45:00
22582,2021-09-17 16:50:00
22583,2021-09-17 16:55:00
22584,2021-09-17 17:00:00
22585,2021-09-17 17:05:00
22586,2021-09-17 17:10:00
22587,2021-09-17 17:15:00
22588,2021-09-17 17:20:00
22589,2021-09-17 17:25:00
22590,2021-09-17 17:30:00
22591,2021-09-17 17:35:00
22592,2021-09-17 17:40:00
22593,2021-09-17 17:45:00
22594,2021-09-17 17:50:00
22595,2021-09-17 17:55:00
22596,2021-09-17 18:00:00
22597,2021-09-17 18:05:00
22598,2021-09-17 18:10:00
22599,2021-09-17 18:15:00
22600,2021-09-17 18:20:00
22601,2021-09-17 18:25:00
22602,2021-09-17 18:30:00
22603,2021-09-17 18:35:00
22604,2021-09-17 18:40:00
22605,2021-09-17 18:45:00
22606,2021-09-17 18:50:00
22607,2021-09-17 18:55:00
22608,2021-09-17 19:00:00
22609,2021-09-17 19:05:00
22610,2021-09-17 19:10:00
22611,2021-09-17 19:15:00
22612,2021-09-17 19:20:00
22613,2021-09-17 19:25:00
22614,2021-09-17 19:30:00
22615,2021-09-17 19:35:00
22616,2021-09-17 19:40:00
22617,2021-09-17 19:45:00
22618,2021-09-17 19:50:00
22619,2021-09-17 19:55:00
22620,2021-09-17 20:00:00
22621,2021-09-17 20:05:00
22622,2021-09-17 20:10:00
22623,2021-09-17 20:15:00
22624,2021-09-17 20:20:00
22625,2021-09-17 20:25:00
22626,2021-09-17 20:30:00
22627,2021-09-17 20:35:00
22628,2021-09-17 20:40:00
22629,2021-09-17 20:45:00
22630,2021-09-17 20:50:00
22631,2021-09-17 20:55:00
22632,2021-09-17 21:00:00
22633,2021-09-17 21:05:00
22634,2021-09-17 21:10:00
22635,2021-09-17 21:15:00
22636,2021-09-17 21:20:00
22637,2021-09-17 21:25:00
22638,2021-09-17 21:30:00
22639,2021-09-17 21:35:00
22640,2021-09-17 21:40:00
22641,2021-09-17 21:45:00
22642,2021-09-17 21:50:00
22643,2021-09-17 21:55:00
22644,2021-09-17 22:00:00
22645,2021-09-17 22:05:00
22646,2021-09-17 22:10:00
22647,2021-09-17 22:15:00
22648,2021-09-17 22:20:00
22649,2021-09-17 22:25:00
22650,2021-09-17 22:30:00
22651,2021-09-17 22:35:00
22652,2021-09-17 22:40:00
22653,2021-09-17 22:45:00
22654,2021-09-17 22:50:00
22655,2021-09-17 22:55:00
22656,2021-09-17 23:00:00
22657,2021-09-17 23:05:00
22658,2021-09-17 23:10:00
22659,2021-09-17 23:15:00
22660,2021-09-17 23:20:00
22661,2021-09-17 23:25:00
22662,2021-09-17 23:30:00
22663,2021-09-17 23:35:00
22664,2021-09-17 23:40:00
22665,2021-09-17 23:45:00
22666,2021-09-17 23:50:00
22667,2021-09-17 23:55:00
22668,2021-09-18 00:00:00
22669,2021-09-18 00:05:00
22670,2021-09-18 00:10:00
22671,2021-09-18 00:15:00
22672,2021-09-18 00:20:00
22673,2021-09-18 00:25:00
22674,2021-09-18 00:30:00
22675,2021-09-18 00:35:00
22676,2021-09-18 00:40:00
22677,2021-09-18 00:45:00
22678,2021-09-18 00:50:00
22679,2021-09-18 00:55:00
22680,2021-09-18 01:00:00
22681,2021-09-18 01:05:00
22682,2021-09-18 01:10:00
22683,2021-09-18 01:15:00
22684,2021-09-18 01:20:00
22685,2021-09-18 01:25:00
22686,2021-09-18 01:30:00
22687,2021-09-18 01:35:00
22688,2021-09-18 01:40:00
22689,2021-09-18 01:45:00
22690,2021-09-18 01:50:00
22691,2021-09-18 01:55:00
22692,2021-09-18 02:00:00
22693,2021-09-18 02:05:00
22694,2021-09-18 02:10:00
22695,2021-09-18 02:15:00
22696,2021-09-18 02:20:00
22697,2021-09-18 02:25:00
22698,2021-09-18 02:30:00
22699,2021-09-18 02:35:00
22700,2021-09-18 02:40:00
22701,2021-09-18 02:45:00
22702,2021-09-18 02:50:00
22703,2021-09-18 02:55:00
22704,2021-09-18 03:00:00
22705,2021-09-18 03:05:00
22706,2021-09-18 03:10:00
22707,2021-09-18 03:15:00
22708,2021-09-18 03:20:00
22709,2021-09-18 03:25:00
22710,2021-09-18 03:30:00
22711,2021-09-18 03:35:00
22712,2021-09-18 03:40:00
22713,2021-09-18 03:45:00
22714,2021-09-18 03:50:00
22715,2021-09-18 03:55:00
22716,2021-09-18 04:00:00
22717,2021-09-18 04:05:00
22718,2021-09-18 04:10:00
22719,2021-09-18 04:15:00
22720,2021-09-18 04:20:00
22721,2021-09-18 04:25:00
22722,2021-09-18 04:30:00
22723,2021-09-18 04:35:00
22724,2021-09-18 04:40:00
22725,2021-09-18 04:45:00
22726,2021-09-18 04:50:00
22727,2021-09-18 04:55:00
22728,2021-09-18 05:00:00
22729,2021-09-18 05:05:00
22730,2021-09-18 05:10:00
22731,2021-09-18 05:15:00
22732,2021-09-18 05:20:00
22733,2021-09-18 05:25:00
22734,2021-09-18 05:30:00
22735,2021-09-18 05:35:00
22736,2021-09-18 05:40:00
22737,2021-09-18 05:45:00
22738,2021-09-18 05:50:00
22739,2021-09-18 05:55:00
22740,2021-09-18 06:00:00
22741,2021-09-18 06:05:00
22742,2021-09-18 06:10:00
22743,2021-09-18 06:15:00
22744,2021-09-18 06:20:00
22745,2021-09-18 06:25:00
22746,2021-09-18 06:30:00
22747,2021-09-18 06:35:00
22748,2021-09-18 06:40:00
22749,2021-09-18 06:45:00
22750,2021-09-18 06:50:00
22751,2021-09-18 06:55:00
22752,2021-09-18 07:00:00
22753,2021-09-18 07:05:00
22754,2021-09-18 07:10:00
22755,2021-09-18 07:15:00
22756,2021-09-18 07:20:00
22757,2021-09-18 07:25:00
22758,2021-09-18 07:30:00
22759,2021-09-18 07:35:00
22760,2021-09-18 07:40:00
22761,2021-09-18 07:45:00
22762,2021-09-18 07:50:00
22763,2021-09-18 07:55:00
22764,2021-09-18 08:00:00
22765,2021-09-18 08:05:00
22766,2021-09-18 08:10:00
22767,2021-09-18 08:15:00
22768,2021-09-18 08:20:00
22769,2021-09-18 08:25:00
22770,2021-09-18 08:30:00
22771,2021-09-18 08:35:00
22772,2021-09-18 08:40:00
22773,2021-09-18 08:45:00
22774,2021-09-18 08:50:00
22775,2021-09-18 08:55:00
22776,2021-09-18 09:00:00
22777,2021-09-18 09:05:00
22778,2021-09-18 09:10:00
22779,2021-09-18 09:15:00
22780,2021-09-18 09:20:00
22781,2021-09-18 09:25:00
22782,2021-09-18 09:30:00
22783,2021-09-18 09:35:00
22784,2021-09-18 09:40:00
22785,2021-09-18 09:45:00
22786,2021-09-18 09:50:00
22787,2021-09-18 09:55:00
22788,2021-09-18 10:00:00
22789,2021-09-18 10:05:00
22790,2021-09-18 10:10:00
22791,2021-09-18 10:15:00
22792,2021-09-18 10:20:00
22793,2021-09-18 10:25:00
22794,2021-09-18 10:30:00
22795,2021-09-18 10:35:00
22796,2021-09-18 10:40:00
22797,2021-09-18 10:45:00
22798,2021-09-18 10:50:00
22799,2021-09-18 10:55:00
22800,2021-09-18 11:00:00
22801,2021-09-18 11:05:00
22802,2021-09-18 11:10:00
22803,2021-09-18 11:15:00
22804,2021-09-18 11:20:00
22805,2021-09-18 11:25:00
22806,2021-09-18 11:30:00
22807,2021-09-18 11:35:00
22808,2021-09-18 11:40:00
22809,2021-09-18 11:45:00
22810,2021-09-18 11:50:00
22811,2021-09-18 11:55:00
22812,2021-09-18 12:00:00
22813,2021-09-18 12:05:00
22814,2021-09-18 12:10:00
22815,2021-09-18 12:15:00
22816,2021-09-18 12:20:00
22817,2021-09-18 12:25:00
22818,2021-09-18 12:30:00
22819,2021-09-18 12:35:00
22820,2021-09-18 12:40:00
22821,2021-09-18 12:45:00
22822,2021-09-18 12:50:00
22823,2021-09-18 12:55:00
22824,2021-09-18 13:00:00
22825,2021-09-18 13:05:00
22826,2021-09-18 13:10:00
22827,2021-09-18 13:15:00
22828,2021-09-18 13:20:00
22829,2021-09-18 13:25:00
22830,2021-09-18 13:30:00
22831,2021-09-18 13:35:00
22832,2021-09-18 13:40:00
22833,2021-09-18 13:45:00
22834,2021-09-18 13:50:00
22835,2021-09-18 13:55:00
22836,2021-09-18 14:00:00
22837,2021-09-18 14:05:00
22838,2021-09-18 14:10:00
22839,2021-09-18 14:15:00
22840,2021-09-18 14:20:00
22841,2021-09-18 14:25:00
22842,2021-09-18 14:30:00
22843,2021-09-18 14:35:00
22844,2021-09-18 14:40:00
22845,2021-09-18 14:45:00
22846,2021-09-18 14:50:00
22847,2021-09-18 14:55:00
22848,2021-09-18 15:00:00
22849,2021-09-18 15:05:00
22850,2021-09-18 15:10:00
22851,2021-09-18 15:15:00
22852,2021-09-18 15:20:00
22853,2021-09-18 15:25:00
22854,2021-09-18 15:30:00
22855,2021-09-18 15:35:00
22856,2021-09-18 15:40:00
22857,2021-09-18 15:45:00
22858,2021-09-18 15:50:00
22859,2021-09-18 15:55:00
22860,2021-09-18 16:00:00
22861,2021-09-18 16:05:00
22862,2021-09-18 16:10:00
22863,2021-09-18 16:15:00
22864,2021-09-18 16:20:00
22865,2021-09-18 16:25:00
22866,2021-09-18 16:30:00
22867,2021-09-18 16:35:00
22868,2021-09-18 16:40:00
22869,2021-09-18 16:45:00
22870,2021-09-18 16:50:00
22871,2021-09-18 16:55:00
22872,2021-09-18 17:00:00
22873,2021-09-18 17:05:00
22874,2021-09-18 17:10:00
22875,2021-09-18 17:15:00
22876,2021-09-18 17:20:00
22877,2021-09-18 17:25:00
22878,2021-09-18 17:30:00
22879,2021-09-18 17:35:00
22880,2021-09-18 17:40:00
22881,2021-09-18 17:45:00
22882,2021-09-18 17:50:00
22883,2021-09-18 17:55:00
22884,2021-09-18 18:00:00
22885,2021-09-18 18:05:00
22886,2021-09-18 18:10:00
22887,2021-09-18 18:15:00
22888,2021-09-18 18:20:00
22889,2021-09-18 18:25:00
22890,2021-09-18 18:30:00
22891,2021-09-18 18:35:00
22892,2021-09-18 18:40:00
22893,2021-09-18 18:45:00
22894,2021-09-18 18:50:00
22895,2021-09-18 18:55:00
22896,2021-09-18 19:00:00
22897,2021-09-18 19:05:00
22898,2021-09-18 19:10:00
22899,2021-09-18 19:15:00
22900,2021-09-18 19:20:00
22901,2021-09-18 19:25:00
22902,2021-09-18 19:30:00
22903,2021-09-18 19:35:00
22904,2021-09-18 19:40:00
22905,2021-09-18 19:45:00
22906,2021-09-18 19:50:00
22907,2021-09-18 19:55:00
22908,2021-09-18 20:00:00
22909,2021-09-18 20:05:00
22910,2021-09-18 20:10:00
22911,2021-09-18 20:15:00
22912,2021-09-18 20:20:00
22913,2021-09-18 20:25:00
22914,2021-09-18 20:30:00
22915,2021-09-18 20:35:00
22916,2021-09-18 20:40:00
22917,2021-09-18 20:45:00
22918,2021-09-18 20:50:00
22919,2021-09-18 20:55:00
22920,2021-09-18 21:00:00
22921,2021-09-18 21:05:00
22922,2021-09-18 21:10:00
22923,2021-09-18 21:15:00
22924,2021-09-18 21:20:00
22925,2021-09-18 21:25:00
22926,2021-09-18 21:30:00
22927,2021-09-18 21:35:00
22928,2021-09-18 21:40:00
22929,2021-09-18 21:45:00
22930,2021-09-18 21:50:00
22931,2021-09-18 21:55:00
22932,2021-09-18 22:00:00
22933,2021-09-18 22:05:00
22934,2021-09-18 22:10:00
22935,2021-09-18 22:15:00
22936,2021-09-18 22:20:00
22937,2021-09-18 22:25:00
22938,2021-09-18 22:30:00
22939,2021-09-18 22:35:00
22940,2021-09-18 22:40:00
22941,2021-09-18 22:45:00
22942,2021-09-18 22:50:00
22943,2021-09-18 22:55:00
22944,2021-09-18 23:00:00
22945,2021-09-18 23:05:00
22946,2021-09-18 23:10:00
22947,2021-09-18 23:15:00
22948,2021-09-18 23:20:00
22949,2021-09-18 23:25:00
22950,2021-09-18 23:30:00
22951,2021-09-18 23:35:00
22952,2021-09-18 23:40:00
22953,2021-09-18 23:45:00
22954,2021-09-18 23:50:00
22955,2021-09-18 23:55:00
22956,2021-09-19 00:00:00
22957,2021-09-19 00:05:00
22958,2021-09-19 00:10:00
22959,2021-09-19 00:15:00
22960,2021-09-19 00:20:00
22961,2021-09-19 00:25:00
22962,2021-09-19 00:30:00
22963,2021-09-19 00:35:00
22964,2021-09-19 00:40:00
22965,2021-09-19 00:45:00
22966,2021-09-19 00:50:00
22967,2021-09-19 00:55:00
22968,2021-09-19 01:00:00
22969,2021-09-19 01:05:00
22970,2021-09-19 01:10:00
22971,2021-09-19 01:15:00
22972,2021-09-19 01:20:00
22973,2021-09-19 01:25:00
22974,2021-09-19 01:30:00
22975,2021-09-19 01:35:00
22976,2021-09-19 01:40:00
22977,2021-09-19 01:45:00
22978,2021-09-19 01:50:00
22979,2021-09-19 01:55:00
22980,2021-09-19 02:00:00
22981,2021-09-19 02:05:00
22982,2021-09-19 02:10:00
22983,2021-09-19 02:15:00
22984,2021-09-19 02:20:00
22985,2021-09-19 02:25:00
22986,2021-09-19 02:30:00
22987,2021-09-19 02:35:00
22988,2021-09-19 02:40:00
22989,2021-09-19 02:45:00
22990,2021-09-19 02:50:00
22991,2021-09-19 02:55:00
22992,2021-09-19 03:00:00
22993,2021-09-19 03:05:00
22994,2021-09-19 03:10:00
22995,2021-09-19 03:15:00
22996,2021-09-19 03:20:00
22997,2021-09-19 03:25:00
22998,2021-09-19 03:30:00
22999,2021-09-19 03:35:00
23000,2021-09-19 03:40:00
23001,2021-09-19 03:45:00
23002,2021-09-19 03:50:00
23003,2021-09-19 03:55:00
23004,2021-09-19 04:00:00
23005,2021-09-19 04:05:00
23006,2021-09-19 04:10:00
23007,2021-09-19 04:15:00
23008,2021-09-19 04:20:00
23009,2021-09-19 04:25:00
23010,2021-09-19 04:30:00
23011,2021-09-19 04:35:00
23012,2021-09-19 04:40:00
23013,2021-09-19 04:45:00
23014,2021-09-19 04:50:00
23015,2021-09-19 04:55:00
23016,2021-09-19 05:00:00
23017,2021-09-19 05:05:00
23018,2021-09-19 05:10:00
23019,2021-09-19 05:15:00
23020,2021-09-19 05:20:00
23021,2021-09-19 05:25:00
23022,2021-09-19 05:30:00
23023,2021-09-19 05:35:00
23024,2021-09-19 05:40:00
23025,2021-09-19 05:45:00
23026,2021-09-19 05:50:00
23027,2021-09-19 05:55:00
23028,2021-09-19 06:00:00
23029,2021-09-19 06:05:00
23030,2021-09-19 06:10:00
23031,2021-09-19 06:15:00
23032,2021-09-19 06:20:00
23033,2021-09-19 06:25:00
23034,2021-09-19 06:30:00
23035,2021-09-19 06:35:00
23036,2021-09-19 06:40:00
23037,2021-09-19 06:45:00
23038,2021-09-19 06:50:00
23039,2021-09-19 06:55:00
23040,2021-09-19 07:00:00
23041,2021-09-19 07:05:00
23042,2021-09-19 07:10:00
23043,2021-09-19 07:15:00
23044,2021-09-19 07:20:00
23045,2021-09-19 07:25:00
23046,2021-09-19 07:30:00
23047,2021-09-19 07:35:00
23048,2021-09-19 07:40:00
23049,2021-09-19 07:45:00
23050,2021-09-19 07:50:00
23051,2021-09-19 07:55:00
23052,2021-09-19 08:00:00
23053,2021-09-19 08:05:00
23054,2021-09-19 08:10:00
23055,2021-09-19 08:15:00
23056,2021-09-19 08:20:00
23057,2021-09-19 08:25:00
23058,2021-09-19 08:30:00
23059,2021-09-19 08:35:00
23060,2021-09-19 08:40:00
23061,2021-09-19 08:45:00
23062,2021-09-19 08:50:00
23063,2021-09-19 08:55:00
23064,2021-09-19 09:00:00
23065,2021-09-19 09:05:00
23066,2021-09-19 09:10:00
23067,2021-09-19 09:15:00
23068,2021-09-19 09:20:00
23069,2021-09-19 09:25:00
23070,2021-09-19 09:30:00
23071,2021-09-19 09:35:00
23072,2021-09-19 09:40:00
23073,2021-09-19 09:45:00
23074,2021-09-19 09:50:00
23075,2021-09-19 09:55:00
23076,2021-09-19 10:00:00
23077,2021-09-19 10:05:00
23078,2021-09-19 10:10:00
23079,2021-09-19 10:15:00
23080,2021-09-19 10:20:00
23081,2021-09-19 10:25:00
23082,2021-09-19 10:30:00
23083,2021-09-19 10:35:00
23084,2021-09-19 10:40:00
23085,2021-09-19 10:45:00
23086,2021-09-19 10:50:00
23087,2021-09-19 10:55:00
23088,2021-09-19 11:00:00
23089,2021-09-19 11:05:00
23090,2021-09-19 11:10:00
23091,2021-09-19 11:15:00
23092,2021-09-19 11:20:00
23093,2021-09-19 11:25:00
23094,2021-09-19 11:30:00
23095,2021-09-19 11:35:00
23096,2021-09-19 11:40:00
23097,2021-09-19 11:45:00
23098,2021-09-19 11:50:00
23099,2021-09-19 11:55:00
23100,2021-09-19 12:00:00
23101,2021-09-19 12:05:00
23102,2021-09-19 12:10:00
23103,2021-09-19 12:15:00
23104,2021-09-19 12:20:00
23105,2021-09-19 12:25:00
23106,2021-09-19 12:30:00
23107,2021-09-19 12:35:00
23108,2021-09-19 12:40:00
23109,2021-09-19 12:45:00
23110,2021-09-19 12:50:00
23111,2021-09-19 12:55:00
23112,2021-09-19 13:00:00
23113,2021-09-19 13:05:00
23114,2021-09-19 13:10:00
23115,2021-09-19 13:15:00
23116,2021-09-19 13:20:00
23117,2021-09-19 13:25:00
23118,2021-09-19 13:30:00
23119,2021-09-19 13:35:00
23120,2021-09-19 13:40:00
23121,2021-09-19 13:45:00
23122,2021-09-19 13:50:00
23123,2021-09-19 13:55:00
23124,2021-09-19 14:00:00
23125,2021-09-19 14:05:00
23126,2021-09-19 14:10:00
23127,2021-09-19 14:15:00
23128,2021-09-19 14:20:00
23129,2021-09-19 14:25:00
23130,2021-09-19 14:30:00
23131,2021-09-19 14:35:00
23132,2021-09-19 14:40:00
23133,2021-09-19 14:45:00
23134,2021-09-19 14:50:00
23135,2021-09-19 14:55:00
23136,2021-09-19 15:00:00
23137,2021-09-19 15:05:00
23138,2021-09-19 15:10:00
23139,2021-09-19 15:15:00
23140,2021-09-19 15:20:00
23141,2021-09-19 15:25:00
23142,2021-09-19 15:30:00
23143,2021-09-19 15:35:00
23144,2021-09-19 15:40:00
23145,2021-09-19 15:45:00
23146,2021-09-19 15:50:00
23147,2021-09-19 15:55:00
23148,2021-09-19 16:00:00
23149,2021-09-19 16:05:00
23150,2021-09-19 16:10:00
23151,2021-09-19 16:15:00
23152,2021-09-19 16:20:00
23153,2021-09-19 16:25:00
23154,2021-09-19 16:30:00
23155,2021-09-19 16:35:00
23156,2021-09-19 16:40:00
23157,2021-09-19 16:45:00
23158,2021-09-19 16:50:00
23159,2021-09-19 16:55:00
23160,2021-09-19 17:00:00
23161,2021-09-19 17:05:00
23162,2021-09-19 17:10:00
23163,2021-09-19 17:15:00
23164,2021-09-19 17:20:00
23165,2021-09-19 17:25:00
23166,2021-09-19 17:30:00
23167,2021-09-19 17:35:00
23168,2021-09-19 17:40:00
23169,2021-09-19 17:45:00
23170,2021-09-19 17:50:00
23171,2021-09-19 17:55:00
23172,2021-09-19 18:00:00
23173,2021-09-19 18:05:00
23174,2021-09-19 18:10:00
23175,2021-09-19 18:15:00
23176,2021-09-19 18:20:00
23177,2021-09-19 18:25:00
23178,2021-09-19 18:30:00
23179,2021-09-19 18:35:00
23180,2021-09-19 18:40:00
23181,2021-09-19 18:45:00
23182,2021-09-19 18:50:00
23183,2021-09-19 18:55:00
23184,2021-09-19 19:00:00
23185,2021-09-19 19:05:00
23186,2021-09-19 19:10:00
23187,2021-09-19 19:15:00
23188,2021-09-19 19:20:00
23189,2021-09-19 19:25:00
23190,2021-09-19 19:30:00
23191,2021-09-19 19:35:00
23192,2021-09-19 19:40:00
23193,2021-09-19 19:45:00
23194,2021-09-19 19:50:00
23195,2021-09-19 19:55:00
23196,2021-09-19 20:00:00
23197,2021-09-19 20:05:00
23198,2021-09-19 20:10:00
23199,2021-09-19 20:15:00
23200,2021-09-19 20:20:00
23201,2021-09-19 20:25:00
23202,2021-09-19 20:30:00
23203,2021-09-19 20:35:00
23204,2021-09-19 20:40:00
23205,2021-09-19 20:45:00
23206,2021-09-19 20:50:00
23207,2021-09-19 20:55:00
23208,2021-09-19 21:00:00
23209,2021-09-19 21:05:00
23210,2021-09-19 21:10:00
23211,2021-09-19 21:15:00
23212,2021-09-19 21:20:00
23213,2021-09-19 21:25:00
23214,2021-09-19 21:30:00
23215,2021-09-19 21:35:00
23216,2021-09-19 21:40:00
23217,2021-09-19 21:45:00
23218,2021-09-19 21:50:00
23219,2021-09-19 21:55:00
23220,2021-09-19 22:00:00
23221,2021-09-19 22:05:00
23222,2021-09-19 22:10:00
23223,2021-09-19 22:15:00
23224,2021-09-19 22:20:00
23225,2021-09-19 22:25:00
23226,2021-09-19 22:30:00
23227,2021-09-19 22:35:00
23228,2021-09-19 22:40:00
23229,2021-09-19 22:45:00
23230,2021-09-19 22:50:00
23231,2021-09-19 22:55:00
23232,2021-09-19 23:00:00
23233,2021-09-19 23:05:00
23234,2021-09-19 23:10:00
23235,2021-09-19 23:15:00
23236,2021-09-19 23:20:00
23237,2021-09-19 23:25:00
23238,2021-09-19 23:30:00
23239,2021-09-19 23:35:00
23240,2021-09-19 23:40:00
23241,2021-09-19 23:45:00
23242,2021-09-19 23:50:00
23243,2021-09-19 23:55:00
23244,2021-09-20 00:00:00
23245,2021-09-20 00:05:00
23246,2021-09-20 00:10:00
23247,2021-09-20 00:15:00
23248,2021-09-20 00:20:00
23249,2021-09-20 00:25:00
23250,2021-09-20 00:30:00
23251,2021-09-20 00:35:00
23252,2021-09-20 00:40:00
23253,2021-09-20 00:45:00
23254,2021-09-20 00:50:00
23255,2021-09-20 00:55:00
23256,2021-09-20 01:00:00
23257,2021-09-20 01:05:00
23258,2021-09-20 01:10:00
23259,2021-09-20 01:15:00
23260,2021-09-20 01:20:00
23261,2021-09-20 01:25:00
23262,2021-09-20 01:30:00
23263,2021-09-20 01:35:00
23264,2021-09-20 01:40:00
23265,2021-09-20 01:45:00
23266,2021-09-20 01:50:00
23267,2021-09-20 01:55:00
23268,2021-09-20 02:00:00
23269,2021-09-20 02:05:00
23270,2021-09-20 02:10:00
23271,2021-09-20 02:15:00
23272,2021-09-20 02:20:00
23273,2021-09-20 02:25:00
23274,2021-09-20 02:30:00
23275,2021-09-20 02:35:00
23276,2021-09-20 02:40:00
23277,2021-09-20 02:45:00
23278,2021-09-20 02:50:00
23279,2021-09-20 02:55:00
23280,2021-09-20 03:00:00
23281,2021-09-20 03:05:00
23282,2021-09-20 03:10:00
23283,2021-09-20 03:15:00
23284,2021-09-20 03:20:00
23285,2021-09-20 03:25:00
23286,2021-09-20 03:30:00
23287,2021-09-20 03:35:00
23288,2021-09-20 03:40:00
23289,2021-09-20 03:45:00
23290,2021-09-20 03:50:00
23291,2021-09-20 03:55:00
23292,2021-09-20 04:00:00
23293,2021-09-20 04:05:00
23294,2021-09-20 04:10:00
23295,2021-09-20 04:15:00
23296,2021-09-20 04:20:00
23297,2021-09-20 04:25:00
23298,2021-09-20 04:30:00
23299,2021-09-20 04:35:00
23300,2021-09-20 04:40:00
23301,2021-09-20 04:45:00
23302,2021-09-20 04:50:00
23303,2021-09-20 04:55:00
23304,2021-09-20 05:00:00
23305,2021-09-20 05:05:00
23306,2021-09-20 05:10:00
23307,2021-09-20 05:15:00
23308,2021-09-20 05:20:00
